STANOX_NO,FULL_NAME,CRS_CODE,Route_Description
66464,DORRIDGE UP PASSENGER LOOP,,Central
64237,DORRINGTON,,Wales
00025,DORTMUND HBF,DTM,High Speed
64309,DOUGHT'S LEVEL CROSSING,,Wales
00797,DOURGES DELTA 3 (FRANCE),,High Speed
57476,DOVEFIELDS L.C.,,East Midlands
32548,DOVE HOLES,DVH,North West
49415,DOVERCOURT,DVC,Anglia
89611,DOVER PRIORY,DVP,Kent
89612,DOVER PRIORY SIDINGS,,Kent
89614,DOVER SIGNAL YE621,,Kent
89613,DOVER SIGNAL YE623,,Kent
64399,DOVEY JN DOWN LOOP,,Wales
64401,DOVEY JUNCTION,DVY,Wales
34232,DOWLOW BRIGGS SIDINGS,,North West
34229,DOWLOW C&W (FLHH),,North West
34234,DOWLOW HINDLOW 1&2 SDGS,,North West
66467,DOWN DORRIDGE SPUR,,Central
46255,DOWNHAM MARKET,DOW,Anglia
46254,DOWNHAM MARKET RECP.,,Anglia
46246,DOWNHAM MARKET SIG DM8,,Anglia
81122,DOWN PILNING LOOP,,Wales
56604,DOWN TRENT LOOP,,East Midlands
57802,DRAKELOW C POWERGEN,,East Midlands
57805,DRAKELOW C POWERGEN (FHH),,East Midlands
57801,DRAKELOW EAST CURVE JN,,East Midlands
57807,DRAKELOW GPL DY128,,East Midlands
57803,DRAKELOW WEST CURVE JN,,East Midlands
18000,DRAX AES (FLHH),,North & East
17998,DRAX AES (GBRF),,North & East
18003,DRAX BRANCH JUNCTION,,North & East
17993,DRAX (GBRF),,North & East
17992,DRAX GYPSUM LOADING POINT,,North & East
17997,DRAX PFA LOADING PT (EWS),,North & East
18001,DRAX POWER STATION,,North & East
18042,DRAX PS COLAS RAIL,,North & East
17988,DRAX PS GYPSUM GBRF,,North & East
17989,DRAX PS SIGNAL D16,,North & East
17991,DRAX SIG D17,,North & East
57437,DRAYCOTT,,East Midlands
86429,DRAYTON,,Sussex
73271,DRAYTON GREEN,DRG,Western
73270,DRAYTON GREEN JUNCTION,,Western
54291,DRAYTON PARK,DYP,East Coast
54292,DRAYTON PARK SIGNAL K43,,East Coast
54294,DRAYTON PARK SIGNAL K46,,East Coast
81431,DR DAY'S JN,,Western
04821,DREM,DRM,Scotland
04823,DREM D.P.L.,,Scotland
04819,DREM SIG EF537,,Scotland
04806,DREM SIG EF822,,Scotland
04818,DREM SIGNAL EF821,,Scotland
04820,DREM U.P.L.,,Scotland
04822,DREM URS,,Scotland
19016,DRIFFIELD,DRF,North & East
19017,DRIFFIELD GPL D54,,North & East
10205,DRIGG,DRI,North West
10204,DRIGG BNF,,North West
85412,DRINIKMIL,,Western
85413,DRINIKMIL,,Western
85411,DRINNICK MILL,,Western
85414,DRNIKMLCD,,Western
67014,DROITWICH DOWN GOODS LOOP,,Central
67013,DROITWICH SIGNAL DS68,,Central
67012,DROITWICH SPA,DTW,Central
67015,DROITWICH UP GOODS LOOP,,Central
25711,DRONFIELD,DRO,North & East
10200,DRS,,North West
06219,DRUMCHAPEL,DMC,Scotland
07009,DRUMFROCHAR,DFR,Scotland
07323,DRUMGELLOCH,DRU,Scotland
07322,DRUMGELLOCH SIG EN50256,,Scotland
07321,DRUMGELLOCH SIG EN5026,,Scotland
06217,DRUMRY,DMY,Scotland
18466,DRYCLOUGH JN,,North & East
08119,DUBBS JN,,Scotland
65642,DUDDESTON,DUD,Central
66327,DUDDESTON JN,,Central
63009,DUDDING HILL JN,,Anglia
04684,DUDDNGSTN,,Scotland
65641,DUDDSTNCW,,Central
65811,DUDLEY PORT,DDP,Central
57114,DUFFIELD,DFI,East Midlands
79326,DUFFRYN WEST,,Wales
02011,DUFFTOWN,DUT,Scotland
01072,DUIRINISH,DRN,Scotland
00017,DUISBURG RUHRORT-HAFEN,,High Speed
06527,DUKE STREET,DST,Scotland
47006,DULLINGHAM,DUL,Anglia
06136,DUMBARTON CENTRAL,DBC,Scotland
06138,DUMBARTON CENTRAL C.E.,,Scotland
06137,DUMBARTON EAST,DBE,Scotland
06135,DUMBARTON GOODS LOOP,,Scotland
07127,DUMBRECK,DUM,Scotland
09022,DUMFRIES,DMF,Scotland
09019,DUMFRIES MAXWELLTOWN - DCC,,Scotland
09021,DUMFRIES MAXWELLTOWN ICI,,Scotland
09026,DUMFRIES SOUTH JN,,Scotland
09024,DUMFRIES UP SIDING,,Scotland
09023,DUMFRIES YARD,,Scotland
89470,DUMPTON PARK,DMP,Kent
81918,DUNBALL,,Western
04827,DUNBAR,DUN,Scotland
04828,DUNBAR DOWN SDGS CE,,Scotland
06139,DUNBARTON SIG YD938,,Scotland
04826,DUNBAR UP SDGS CE,,Scotland
03161,DUNBLANE,DBL,Scotland
03162,DUNBLANE DRS ISU (CE),,Scotland
03163,DUNBLANE S.B.,,Scotland
86107,DUNBRIDGE,DBG,Wessex
01074,DUNCRAIG,DCG,Scotland
03054,DUNDEE,DEE,Scotland
03053,DUNDEE CENTRAL JN,,Scotland
03056,DUNDEE CS,,Scotland
03057,DUNDEE DMU SDGS,,Scotland
03055,DUNDEE HEAD SHUNT,,Scotland
03062,DUNDEE H.S.,XDE,Scotland
03075,DUNDEE WEST C.E.,,Scotland
03058,DUNDEE WEST RECEPTION LINE,,Scotland
03060,DUNDEE WEST T.C.,DUE,Scotland
03319,DUNFERMLINE QUEEN MARGARET,DFL,Scotland
03321,DUNFERMLINE TOWN,DFE,Scotland
89437,DUNGENESS BRITISH ENERGY,,Kent
03106,DUNKELD & BIRNAM,DKD,Scotland
03107,DUNKELD & BIRNAM UP SDG,,Scotland
03109,DUNKELD SIGNALS DK21/DK22,,Scotland
00731,DUNKERQUE,,High Speed
00733,DUNKERQUE,,High Speed
00734,DUNKERQUE,,High Speed
00735,DUNKERQUE,,High Speed
89692,DUNKERQUE,,High Speed
00730,DUNKIRQUE VIA DOVER,,High Speed
08701,DUNLOP,DNL,Scotland
08648,DUNRAGIT,,Scotland
01023,DUNROBIN CASTLE,DNO,Scotland
01025,DUNROBIN EWS,,Scotland
07008,DUNROD,,Scotland
13523,DUNSTON,DOT,North & East
89342,DUNTON GREEN,DNG,Kent
13702,DURHAM,DHM,East Coast
13697,DURHAM SIG.TY357,,East Coast
13695,DURHAM SIG TY358,,East Coast
87253,DURNSFORD ROAD STAFF HALT,,Wessex
87996,DURRINGTON-ON-SEA,DUR,Sussex
00013,DUSSELDORF HBF,DUS,High Speed
47302,DUXFORD,,Anglia
47305,DUXFORD,,Anglia
02042,DYCE,DYC,Scotland
02043,DYCE RAITHS FARM F.D.,,Scotland
02036,DYCE SIGNAL HD7223,,Scotland
64417,DYFFRYN ARDUDWY,DYF,Wales
79259,DYNEVOR GROUND FRAME,,Wales
79256,DYNEVOR JN,,Wales
15701,EAGLESCLIFFE,EAG,North & East
15704,EAGLESCLIFFE DOWN LOOP,,North & East
15700,EAGLESCLIFFE MARSHALLS EWS,,North & East
73253,EALING BROADWAY,EAL,Western
34013,EARLES SDGS (FLHH),,North West
34009,EARLES SDGS S.B.,,North West
34017,EARLES SDGS SIG ES31,,North West
34018,EARLES SIDINGS SIG ES30,,North West
35325,EARLESTOWN,ERL,North West
35327,EARLESTOWN SOUTH JN,,North West
35328,EARLESTOWN WEST JN,,North West
87002,EARLEY,EAR,Wessex
72246,EARLS COURT L.T.,ZET,Anglia
03231,EARLSEAT,,Scotland
87250,EARLSFIELD,EAD,Wessex
34003,EARLS SDS,,North West
35326,EARLSTOWN UP & DOWN LOOP,,North West
87891,EARLSWOOD SIGNAL T1123,,Sussex
87892,EARLSWOOD SIGNAL T1127,,Sussex
87902,EARLSWOOD SIGNAL T1136,,Sussex
87903,EARLSWOOD (SURREY),ELD,Sussex
66447,EARLSWOOD (WEST MIDLANDS),EWD,Central
14006,EAST BOLDON,EBL,East Coast
14005,EAST BOLDON UP LOOP,,East Coast
88254,EASTBOURNE,EBN,Sussex
88253,EASTBOURNE CARRIAGE SDGS,XEB,Sussex
88255,EASTBOURNE SIDINGS,,Sussex
88256,EASTBOURNE SIG EB501,,Sussex
88257,EASTBOURNE TAMPER SIDINGS,,Sussex
78713,EASTBROOK,EBK,Wales
15874,EAST COWTON XOVERS,,East Coast
55249,EASTCROFT DOWN SDGS,,East Midlands
87701,EAST CROYDON,ECR,Sussex
87698,EAST CROYDON 1082,,Sussex
87699,EAST CROYDON SIGNAL T1065,,Sussex
87697,EAST CROYDON SIGNAL T128,,Sussex
87737,EAST CROYDON SIG T1067,,Sussex
87702,EAST CROYDON UP SIDINGS,,Sussex
32524,EAST DIDSBURY,EDY,North West
87610,EAST DULWICH,EDW,Kent
06712,EASTERHOUSE,EST,Scotland
89139,EASTERN JN (SITTINGBOURNE),,Kent
86100,EASTET16S,,Wessex
89322,EAST FARLEIGH,EFL,Kent
06430,EASTFIELD H.S.,XED,Scotland
06432,EASTFIELD PASSENGER LOOP,,Scotland
16603,EAST GARFORTH,EGF,North & East
15811,EASTGATE BLUE CIRCLE,,North & East
86113,EAST GRIMSTEAD E.C.C.,,Wessex
87759,EAST GRINSTEAD,EGR,Sussex
87758,EAST GRINSTEAD SDGS (GBRF),,Sussex
51603,EAST HAM DEPOT COUNTRY END JN,,Anglia
51602,EAST HAM E.M.U.D.,XEM,Anglia
51604,EAST HAM LT,ZEH,Anglia
38220,EASTHAM RAKE,ERA,North West
44036,EAST HOLMES S B,,East Midlands
07231,EAST KILBRIDE,EKL,Scotland
59344,EAST LANGTON,,East Midlands
55405,EAST LEAKE,,East Midlands
86087,EASTLEIGH,ESL,Wessex
86099,EASTLEIGH AGGREGATE SDGS.,,Wessex
86092,EASTLEIGH ARLINGTON (ZG),XFB,Wessex
86094,EASTLEIGH AXIOM C&W SDGS,,Wessex
86085,EASTLEIGH D.C.S.,XEX,Wessex
86147,EASTLEIGH DEPOT SIGNAL 241,,Wessex
86148,EASTLEIGH DEPOT SIGNAL 243,,Wessex
86146,EASTLEIGH DEP SIGNAL ENT/EXT SIG,,Wessex
86098,EASTLEIGH DPT FREIGHTLINER,,Wessex
86102,EASTLEIGH EAST JN,,Wessex
86090,EASTLEIGH EAST YARD,,Wessex
86204,EASTLEIGH F.Y.AGG (FLHH),,Wessex
86091,EASTLEIGH H.S.,,Wessex
86089,EASTLEIGH LWR DEPOT,,Wessex
86095,EASTLEIGH MARCROFT SIDING,,Wessex
86140,EASTLEIGH MARSHALLING YARD,,Wessex
86134,EASTLEIGH SIG E228,,Wessex
86143,EASTLEIGH SIG E85,,Wessex
86141,EASTLEIGH SIG E862,,Wessex
86106,EASTLEIGH SIGNAL 222,,Wessex
86067,EASTLEIGH SIGNAL E225,,Wessex
86149,EASTLEIGH SIGNAL E97,,Wessex
86151,EASTLEIGH SIGNAL EH372,,Wessex
86155,EASTLEIGH SINGLE LINE JN,,Wessex
86097,EASTLEIGH SOUTH JN,,Wessex
86093,EASTLEIGH T&R.S.M.D,XEH,Wessex
86105,EASTLEIGH VIRTUAL QUARRY,,Wessex
86127,EASTLEIGH WORKS-ALSTOM-FL,,Wessex
86109,EASTLEIGH WORKS GBRF,,Wessex
86103,EASTLGHYD,,Wessex
86096,EASTLH10S,,Wessex
86088,EASTLP&MD,,Wessex
89411,EAST MALLING,EML,Kent
56650,EAST MIDLANDS PARKWAY,EMD,East Midlands
56630,EAST MIDS GATEWAY ARRIVAL,,East Midlands
57003,EAST MIDS GATEWAY ARRIVAL,,East Midlands
56631,EAST MIDS GATEWAY SS4457,,East Midlands
57002,EAST MIDS GATEWAY SS4457,,East Midlands
56623,EAST MIDS GATEWAY TERMINAL,,East Midlands
56632,EAST MIDS GATEWAY TL (FL),,East Midlands
56624,EAST MIDS GATEWAY TML DBC,,East Midlands
56633,EAST MIDS GATEWAY TML GBRF,,East Midlands
89320,EAST PECKHAM REVERSE,,Kent
89319,EAST PECKHAM TIP,,Kent
87587,EAST PECKHAM TIP GBRF,,Kent
87243,EAST PUTNEY,ZPU,Wessex
09036,EASTRIGGS CROSSOVER,,North West
09035,EASTRIGGS M.O.D.,,North West
19218,EASTRINGTON,EGN,North & East
82241,EAST SOMERSET JN,,Western
51130,EAST TILBURY,ETL,Anglia
76117,EAST USK BRANCH,,Wales
76116,EAST USK BRANCH ALPHASTEEL,,Wales
76126,EAST USK BRANCH BIRDPORT,,Wales
76124,EAST USK FL REPAIR POINT,,Wales
76114,EAST USK JN.,,Wales
76120,EAST USK JN. N. Y.,,Wales
76119,EASTUSKNS,,Wales
76115,EAST USK ORB WORKS EWS,,Wales
76122,EASTUSKSR,,Wales
29001,EASTWOOD,,North West
87993,EAST WORTHING,EWR,Sussex
89536,EBBSFLEET CTRL,,High Speed
89530,EBBSFLEET INTERNATIONAL,#MULTIVALUE,High Speed
89532,EBBSFLEET INTERNATIONAL EAST JN,XXI,High Speed
89529,EBBSFLEET INTERNATIONAL WEST JN,XXJ,High Speed
76481,EBBW JN,,Wales
76650,EBBW VALE,,Wales
76646,EBBW VALE PARKWAY,EBV,Wales
76642,EBBW VALE STEEL WORKS,,Wales
76644,EBBW VALE STH GROUND FRAME,,Wales
76647,EBBW VALE TOWN,EBB,Wales
76649,EBBW VLE,,Wales
07993,ECCLEFECHAN,,Scotland
31739,ECCLES,ECC,North West
25306,ECCLESFIELD WEST SB,,North & East
48510,ECCLES RD EXCHANGE SIDINGS,,Anglia
48512,ECCLES RD JOHNSTON'S SDG,,Anglia
48511,ECCLES ROAD,ECS,Anglia
48513,ECCLES ROAD FHH,,Anglia
36615,ECCLESTON PARK,ECL,North West
31740,ECCLES UP GOODS LOOP,,North West
67372,ECKINGTON LOOP,,Western
34005,EDALE,EDL,North West
34014,EDALE REFUGE SDG,,North West
34016,EDALE SIG EE16,,North West
01043,EDDERTON,,Scotland
87736,EDENBRIDGE,EBR,Kent
87760,EDENBRIDGE TOWN,EBT,Sussex
88325,EDEN PARK,EDN,Kent
09314,EDEN VALLEY,,North West
36170,EDGE HILL,EDG,North West
36173,EDGE HILL  DEPOT,XEG,North West
36174,EDGE HILL DOWN WAPPING,XDG,North West
36176,EDGE HILL GULLET SDGS,,North West
36109,EDGE LANE JN,,North West
32537,EDGELEY JN NO1,,North West
32536,EDGELEY JN NO2,,North West
32558,EDGELEY SIGNAL EY1.20,,North West
04303,EDINBURGH,EDB,Scotland
04304,EDINBURGH GATEWAY,EGY,Scotland
04302,EDINBURGH NORTH LOOP SDG,,Scotland
04039,EDINBURGH PARK,EDP,Scotland
04315,EDINBURGH SIG EP605,,Scotland
04316,EDINBURGH SIG EP854,,Scotland
04312,EDINBURGH SIGNAL 482,,Scotland
04313,EDINBURGH SIGNAL 488,,Scotland
04311,EDINBURGH SIGNAL 811,,Scotland
04310,EDINBURGH SIGNAL 844,,Scotland
04305,EDINBURGH SIGNAL 848,,Scotland
04306,EDINBURGH SIGNAL E813,,Scotland
04314,EDINBURGH SIGNAL E846,,Scotland
04307,EDINBURGH SIGNAL EW815,,Scotland
51949,EDMONTON GREEN,EDR,Anglia
59102,EDWALTON,,East Midlands
87056,EFFINGHAM JN CHS,XEJ,Wessex
87076,EFFINGHAM JN SIGNAL GD1322,,Wessex
87071,EFFINGHAM JUNCTION,EFF,Wessex
87073,EFFINGHAM JUNCTION NECK,XFF,Wessex
18007,EGGBOROUGH POWER STATION,,North & East
17995,EGGBOROUGH POWER STN (GBRF),,North & East
18043,EGGBOROUGH PS COLAS RAIL,,North & East
18006,EGGBOROUGH P.S. (FLHH),,North & East
17999,EGGBORO' (WHITLEY BDGE JN),,North & East
83232,EGGESFORD,EGG,Western
57461,EGGINTON JN,,East Midlands
87107,EGHAM,EGH,Wessex
07245,EGLINTON ST JN,,Scotland
15519,EGTON,EGT,North & East
00095,EINSIEDLERHOF,,High Speed
07112,ELDERSLIE,,Scotland
07110,ELDERSLIE (DBS),,Scotland
07111,ELDERSLIE (FLINER),,Scotland
07121,ELDERSLIE GBRF,,Scotland
07120,ELDERSLIE SIG PE143,,Scotland
07113,ELDERSLIE U.P.L.,,Scotland
07114,ELDERSLIE US (DRS),,Scotland
86110,ELEGHYDRP,,Wessex
86086,ELEIGHEXM,,Wessex
87246,ELEPHANT & CASTLE,EPH,Kent
72359,ELEPHANT & CASTLE (LT),ZEL,Private Railway
66007,ELFORD LOOP,,East Midlands
02007,ELGIN,ELG,Scotland
02006,ELGIN SB,,Scotland
02008,ELGIN YARD,,Scotland
18453,ELLAND,ELN,North & East
87660,ELL BOUNDARY NLL,,Private Railway
38343,ELLESMEPT,,North West
38317,ELLESMERE PORT,ELP,North West
38352,ELLESMERE PORT ASSTD OCTEL,,North West
38322,ELLESMERE PORT CAWOODS,,North West
38324,ELLESMERE PORT (DB SCHENKER),,North West
38325,ELLESMERE PORT GBRF,,North West
38341,ELLESMERE PORT GOODS YARD,,North West
38326,ELLESMERE PORT M WHARF FHH,,North West
38320,ELLESMERE PORT T.C.,,North West
38351,ELLESMERE PORT U&DGL,,North West
38318,ELLESMERE PORT WEST SDGS,,North West
38342,ELLESMREP,,North West
88321,ELMERS END,ELE,Kent
88320,ELMERS END SIG TL1395,,Kent
59315,ELMESTHORP,,East Midlands
88468,ELMSTEAD WOODS,ESD,Kent
46404,ELMSWELL,ESW,Anglia
25308,ELSECAR,ELR,North & East
47335,ELSENHAM,ESM,Anglia
22002,ELSHAM,,North & East
62197,ELSTOW,,East Midlands
62204,ELSTOW (FLHH),,East Midlands
62199,ELSTOW REDLAND SDG,,East Midlands
62196,ELSTOW REDLANDS GBRF,,East Midlands
63212,ELSTREE & BOREHAMWOOD,ELS,East Midlands
88418,ELTHAM,ELW,Kent
44514,ELTON & ORSTON,ELO,East Midlands
07984,ELVANFOOT,,Scotland
07991,ELVAN WATER VIADUCT,,Scotland
42009,ELWORTH JN,,North West
46273,ELY,ELY,Anglia
46275,ELY DOCK JN,,Anglia
46271,ELY MLF PAPWORTH SIDINGS,,Anglia
46272,ELY NORTH JN,XYE,Anglia
46291,ELY NORTH SIG CA776 (GPL),,Anglia
46290,ELY PAPWORTH SDGS GBRF,,Anglia
46267,ELY PAPWORTH SIDINGS FLT,,Anglia
46274,ELY RECP.,,Anglia
46286,ELY SIG CA259,,Anglia
46294,ELY SIGNAL CA253,,Anglia
46292,ELY UP GOODS LOOP,,Anglia
46270,ELY WEST JN,,Anglia
72353,EMBANKMENT LONDON,ZEK,Private Railway
50391,EMERSON PARK,EMP,Anglia
86343,EMSWORTH,EMS,Sussex
43417,ENDON,,West Coast South
78370,ENERGLYN & CHURCHILL PARK,ECP,TfW Cardiff Valleys
53301,ENFIELD CHASE,ENC,East Coast
51913,ENFIELD LOCK,ENL,Anglia
51946,ENFIELD TOWN,ENF,Anglia
51945,ENFIELD TOWN SIGNAL L531,,Anglia
30140,"ENGINEERS REC., BAMBER BDGE",,North West
87581,ENGINE HOUSE BRIDGE JN,,Kent
17149,ENGINE SHED JN.,XES,North & East
20001,ENGINE SHED JN GOOLE,,North & East
18013,ENGLAND LANE LC,,North & East
64230,ENGLISH BRIDGE JUNCTION,,Wales
29175,ENTWISTLE,ENT,North West
38362,E PORT E,,North West
38319,E PORT W,,North West
38321,E PORT W,,North West
38330,EPORTWREP,,North West
87681,EPSOM,EPS,Wessex
87680,EPSOM (BALLAST),,Sussex
87692,EPSOM DOWNS,EPD,Sussex
87684,EPSOM SIG W1181,,Wessex
87682,EPSOM - UP SIDINGS,XFK,Wessex
65606,ERDINGTON,ERD,Central
87764,ERIDGE,ERI,Sussex
88604,ERITH,ERH,Kent
88426,ERITH LOOP,,Kent
84206,ERNESETTLE SDGS MOD (NAVY),,Western
84210,ERNSETTLE MOD GBRF,,Western
03069,ERROL,,Scotland
03068,ERROL C.E.,,Scotland
86002,ESHER,ESH,Wessex
17039,ESHOLT JN,,North & East
04709,ESKBANK,EKB,Scotland
11207,ESKMEALS,,North West
45001,ESSENDINE,,East Coast
00020,ESSEN HBF,ESS,High Speed
54295,ESSEX ROAD,EXR,East Coast
65515,ESSINGTON WOOD SDGS,,Central
57416,ETCHES PARK LOCO SIDINGS,,East Midlands
57412,ETCHES PARK SDGS,XEP,East Midlands
57417,ETCHES PARK SIGNAL EC5477,,East Midlands
57415,ETCHES PARK STABLING SDGS,,East Midlands
89394,ETCHINGHAM,ETC,Kent
43113,ETRURIA,,West Coast South
43111,ETRURIA B.S.C.,,West Coast South
89582,EUROTUNNEL BOUNDARY (CTRL),,High Speed
89701,EUROTUNNEL DEPOT HEADSHUNT,,Kent
89702,EUROTUNNEL DIESEL SHED,,Kent
72404,EUSTON BACKING OUT ROADS,,West Coast South
72411,EUSTON BALLAST,,West Coast South
72403,EUSTON DOWN CARR SHED NECK,,West Coast South
72408,EUSTON H.S.,,West Coast South
72402,EUSTON R.E.S.,XEN,West Coast South
72405,EUSTON SIG WM102,,West Coast South
72407,EUSTON SIG WM104,,West Coast South
72409,EUSTON SIG WM284,,West Coast South
72397,EUSTON SIG WM286,,West Coast South
72396,EUSTON SIG WM308,,West Coast South
72395,EUSTON SIG WM310,,West Coast South
72394,EUSTON SIG WM473,,West Coast South
72393,EUSTON SIG WM488,,West Coast South
72392,EUSTON SIG WM501,,West Coast South
72391,EUSTON SIG WM510,,West Coast South
72390,EUSTON SIG WM512,,West Coast South
72389,EUSTON SIG WM610,,West Coast South
72406,EUSTON UP CARRIAGE SHED,XEU,West Coast South
72400,EUST PKST,,West Coast South
30163,EUXTON BALSHAW LANE,EBA,North West
30164,EUXTON JN,XOU,North West
01060,EVANTON,,Scotland
82317,EVERSHOT,,Wessex
67351,EVESHAM,EVE,Western
67352,EVESHAM S.B.,,Western
67353,EVESHAM WEST JN,,Western
87679,EWELL EAST,EWE,Sussex
87304,EWELL WEST,EWW,Wessex
88386,EWER STREET JN,,Kent
83401,EXETER,,Western
83513,EXETER ALPHINGTON ROAD,,Western
83514,EXETER ALPHINGTON ROAD GBRF,,Western
83431,EXETER CENTRAL,EXC,Western
83433,EXETER CENTRAL ISU (CE),,Western
83516,EXETER CITY BASIN,,Western
83411,EXETER NEW YARD,XFL,Western
83412,EXETER OLD YD - WAGGONERSWAY,,Western
83399,EXETER RIVERSIDE HANSON,,Western
83400,EXETER RIVERSIDE N.Y.,,Western
83408,EXETER RS,,Western
83426,EXETER SIG 679,,Western
83423,EXETER SIG 681,,Western
83427,EXETER SIG 730,,Western
83428,EXETER SIGNAL E675,,Western
83421,EXETER ST DAVIDS,EXD,Western
83403,EXETER ST DAVIDS FP,XXF,Western
83425,EXETER ST DAVIDS GROUND SIG E677,,Western
83422,EXETER ST DAVIDS SIG 664,,Western
83519,EXETER ST DAVIDS SIG. E35,,Western
83424,EXETER ST DAVIDS SIGNAL E335,,Western
83517,EXETER ST THOMAS,EXT,Western
83405,EXETER TMD,,Western
83404,EXETR SD CARR SDGS WESSEX,,Western
07275,EXHIBITION CENTRE,EXG,Scotland
07276,EXHIBITION CENTRE DWN SDG,,Scotland
83595,EXMINSTER,,Western
83475,EXMOUTH,EXM,Western
83441,EXMOUTH JN,,Western
83443,EXMOUTH JN CE WORKS,,Western
83444,EXMOUTH JN ISU (CE),,Western
83477,EXMOUTH JN SIGNAL 20,,Western
83472,EXTON,EXN,Western
89345,EYNSFORD,EYN,Kent
87233,FACTORY JN,,Kent
31067,FAILSWORTH,,NONE
64413,FAIRBOURNE,FRB,Wales
32056,FAIRFIELD,FRF,North West
08216,FAIRLIE,FRL,Scotland
08212,FAIRLIE BRITISH ENERGY,,Scotland
08213,FAIRLIE M.O.D.,,Scotland
78507,FAIRWATER,FRW,TfW Cardiff Valleys
83006,FAIRWATER YARD,,Western
82118,FAIRWOOD JN,,Western
88420,FALCONWOOD,FCN,Kent
05041,FALKIRK GRAHAMSTON,FKG,Scotland
05109,FALKIRK HIGH,FKK,Scotland
08601,FALKLAND DGL,,Scotland
08603,FALKLAND FREIGHT TERMINAL,,Scotland
08602,FALKLAND JN,,Scotland
08600,FALKLAND S.S.,XFA,Scotland
08599,FALKLAND UP YARD REPAIR PT EWS,,Scotland
06050,FALLS OF CRUACHAN,FOC,Scotland
88181,FALMER,FMR,Sussex
85521,FALMOUTH DOCKS,FAL,Western
85515,FALMOUTH TOWN,FMT,Western
85522,FALMTHDKS,,Western
50307,FAMBRIDGE,NFA,Anglia
86241,FAREHAM,FRM,Wessex
86242,FAREHAM A.R.C. SIDINGS,,Wessex
86244,FAREHAM HANSON AGGS (FLHH),,Wessex
86243,FAREHAM NORTH JN,,Wessex
86237,FAREHAM SIG E821,,Wessex
86240,FAREHAM SIG E822,,Wessex
86238,FAREHAM SIG E825,,Wessex
86239,FAREHAM SIGNAL E283,,Wessex
86236,FAREHAM SIGNAL EH822,,Wessex
30150,FARINGTON CURVE JN,,North West
30151,FARINGTON JN,,North West
86334,FARLINGTON JN,,Wessex
86043,FARNBOROUGH COUNTRY END,,Wessex
86048,FARNBOROUGH LONDON END,,Wessex
86042,FARNBOROUGH (MAIN),FNB,Wessex
87010,FARNBOROUGH NORTH,FNN,Wessex
86020,FARNBOROUGH SIG BE5100,,Wessex
87055,FARNCOMBE,FNC,Wessex
87026,FARNHAM,FNH,Wessex
87020,FARNHAM 1383,,Wessex
87028,FARNHAM C.S.D.,XFM,Wessex
87032,FARNHAM DEPOT RECEPTION ROAD,,Wessex
87029,FARNHAM EMU SIDINGS,XFN,Wessex
87017,FARNHAM SIG FN30,,Wessex
87027,FARNHAM SIGNAL FN3,,Wessex
87035,FARNHAM SIGNAL WK438,,Wessex
87036,FARNHAM SIGNAL WK445,,Wessex
88480,FARNINGHAM ROAD,FNR,Kent
31569,FARNWORTH,FNW,North West
63633,FARRINGDON,ZFD,Kent
63636,FARRINGDON CROSSRAIL,FDX,Private Railway
04086,FAULDHOUSE,FLD,Scotland
89501,FAVERSHAM,FAV,Kent
89506,FAVERSHAM BACK ROAD,,Kent
89504,FAVERSHAM DOWN RECEPTION,,Kent
89503,FAVERSHAM DOWN SDG NO1,,Kent
89509,FAVERSHAM EK4327,,Kent
89507,FAVERSHAM SHUNT SIG 34,,Kent
89499,FAVERSHAM SHUNT SIGNAL 21,,Kent
89508,FAVERSHAM SHUNT SIGNAL 35,,Kent
89518,FAVERSHAM SIG EK4352,,Kent
89523,FAVERSHAM SIG EK5062,,Kent
89522,FAVERSHAM SIGNAL EK5060,,Kent
89502,FAVERSHAM UP SIDINGS,,Kent
89538,FAWKHAM JN NR/CTRL BNDRY,XJN,High Speed
88499,FAWKHAM JUNCTION,XWK,Kent
86815,FAWLEY,,Wessex
86812,FAWLEY ESSO,,Wessex
86816,FAWLEY ESSO FHH,,Wessex
86807,FAWLEY GROUND FRAME,,Wessex
86811,FAWLEYHDY,,Wessex
86814,FAWLEYLPG,,Wessex
86813,FAWLYAGWI,,Wessex
87935,FAYGATE,FGT,Sussex
36052,FAZAKERLEY,FAZ,North West
01047,FEARN,FRN,Scotland
01048,FEARN SIDINGS ISU (CE),,Scotland
18031,FEATHERSTONE,FEA,North & East
79106,FELIN FRAN,,Wales
49141,FELIXGBRP,,Anglia
49135,FELIXNFLT,,Anglia
49130,FELIXSFLT,,Anglia
49137,FELIXSTOWE,FLX,Anglia
49131,FELIXSTOWE BEACH,,Anglia
48128,FELIXSTOWE BEACH JN,,Anglia
49150,FELIXSTOWE CENTRAL DBS,,Anglia
49152,FELIXSTOWE CENTRAL FLINER,,Anglia
49149,FELIXSTOWE CENTRAL GBRF,,Anglia
49133,FELIXSTOWE CREEK R.S,,Anglia
49134,FELIXSTOWE CREEK SDGS EWS,,Anglia
49156,FELIXSTOWE CRIPPLE SDGS,,Anglia
49140,FELIXSTOWE NORTH EWS,,Anglia
49136,FELIXSTOWE NORTH F.L.T.,,Anglia
49139,FELIXSTOWE NORTH GBRF,,Anglia
49148,FELIXSTOWE OYSTERBED ROADS,,Anglia
49126,FELIXSTOWE SIG CO634,,Anglia
