STANOX_NO,FULL_NAME,CRS_CODE,Route_Description
76101,LLANWERN HOT MILL WAREHOUSE,,Wales
76095,LLANWERN OLD STATION,,Wales
76103,LLANWERN PRE PICKLE WAREHOUSE,,Wales
76098,LLANWERN RG (COLAS),,Wales
76113,LLANWERN SLAB TERMINAL,,Wales
76104,LLANWERN STEELWORKS EAST,,Wales
76105,LLANWERN STEELWORKS WEST,,Wales
76109,LLANWERN TATA DISTBN HCF,,Wales
76099,LLANWERN WEST JN,,Wales
76112,LLANWERN ZODIAC,,Wales
76106,LLANWNCOR,,Wales
76108,LLANWNCSD,,Wales
79076,LLANWRDA,LNR,Wales
79082,LLANWRTYD,LNW,Wales
79086,LLANWRTYD SIG W2,,Wales
79067,LLAWERN EXCHANGE GBRF,,Wales
64412,LLWYNGWRIL,LLW,Wales
78010,LLWYNYPIA,LLY,TfW Cardiff Valleys
79793,LLYFI JUNCTION,,Wales
40048,LLYSFAEN EMERGENCY GF,,Wales
02000,LNE ROUTE (G),,NONE
57404,L.N.W. JN. DERBY,,East Midlands
04000,LNW ROUTE 2 (R),,Scotland
00325,LOCATE TR,,High Speed
06006,LOCHAILORT,LCL,Scotland
06051,LOCH AWE,LHA,Scotland
06014,LOCH EIL OUTWARD BOUND,LHE,Scotland
06009,LOCHEILSIDE,LCS,Scotland
03249,LOCHGELLY,LCG,Scotland
01082,LOCHLUICHART,LCC,Scotland
07220,LOCHRIDGE JN,,Scotland
07101,LOCHWINNOCH,LHW,Scotland
07099,LOCHWINNOCH SIG PE171,,Scotland
07981,LOCKERBIE,LOC,Scotland
07982,LOCKERBIE DOWN LOOP,,Scotland
07980,LOCKERBIE UP LOOP,,Scotland
07998,LOCKERBIE UP SIDINGS,,Scotland
56622,LOCK LANE X,,East Midlands
18487,LOCKWOOD,LCK,North & East
45012,LOLHAM SIGNAL P534,,East Coast
00352,LONATO,,High Speed
16202,LONDESBOROUGH RD ES,,North & East
87245,LONDON BLACKFRIARS,BFR,Kent
87601,LONDON BRIDGE,LBG,Kent
87599,LONDON BRIDGE (BALLAST),,Kent
87582,LONDON BRIDGE SIG TL5109,,Kent
87565,LONDON BRIDGE SIG TL5110,,Kent
88403,LONDON CANNON STREET,CST,Kent
88401,LONDON CHARING CROSS,CHX,Kent
72410,LONDON EUSTON,EUS,West Coast South
52711,LONDON FENCHURCH STREET,FST,Anglia
52737,LONDON FIELDS,LOF,Anglia
51125,LONDON GATEWAY ARRIVAL,,Anglia
51126,LONDON GATEWAY DBSCHENKER,,Anglia
51129,LONDON GATEWAY DEP LINE,,Anglia
51127,LONDON GATEWAY FRGHTLINER,,Anglia
51120,LONDON GATEWAY GBRF,,Anglia
51128,LONDON GATEWAY PORT SIG LG11,,Anglia
73767,LONDON HEATHROW AIRPORT TML 5,HWV,Private Railway
54311,LONDON KINGS CROSS,KGX,East Coast
52743,LONDON LIVERPOOL ST (BALL),,Anglia
52741,LONDON LIVERPOOL STREET,LST,Anglia
63021,LONDON MARYLEBONE,MYB,Central
73000,LONDON PADDINGTON,PAD,Western
73104,LONDON PADDINGTON NEW YARD,,Western
72352,LONDON PICCADILLY CIRCUS,ZPC,Private Railway
09179,LONDON RD. JN.,,North West
88141,LONDON ROAD (BRIGHTON),LRB,Sussex
72357,LONDON ROAD DEPOT,,Private Railway
87068,LONDON ROAD (GUILDFORD),LRD,Wessex
87201,LONDON VICTORIA,#MULTIVALUE,Sussex
87212,LONDON WATERLOO,WAT,Wessex
88402,LONDON WATERLOO (EAST),WAE,Kent
87213,LONDON WATERLOO (INT),WIT,Wessex
87226,LONDON WATERLOO SIG W1030,,Sussex
03346,LONGANNET POWER STATION - EWS,,Scotland
03344,LONGANNET POWER STN FHH,,Scotland
03343,LONGANNET P.S.,,Scotland
03347,LONGANNET S.B.,,Scotland
09309,LONG ASHES,,North West
15666,LONGBECK,LGK,North & East
66519,LONGBRIDGE,LOB,Central
66518,LONGBRIDGE REVERSING SDGS,,Central
66520,LONGBRIDGE SIG 23,,Central
66521,LONGBRIDGE SIGNAL 24,,Central
70091,LONG BUCKBY,LBK,West Coast South
13304,LONG BYRE,,North & East
87105,LONGCROSS,LNG,Wessex
77075,LONG DYKE JN,,Wales
56596,LONG EATON,LGE,East Midlands
56597,LONG EATON TOWN X,,East Midlands
00749,LONGEAU,,High Speed
88487,LONGFIELD,LGF,Kent
03064,LONGFORGAN LC,,Scotland
87232,LONGHEDGE JN,,Kent
15885,LONGLANDS JN,,East Coast
15879,LONG LANE S.B.,,East Coast
69195,LONG LAWFORD JUNCTION RUGBY,,West Coast South
67362,LONG MARSTON,,Western
67364,LONG MARSTON (GBRF),,Western
67363,LONG MARSTON REPAIR PT,,Western
09424,LONG MARTON,,North West
67361,LONGMSTN,,Western
04817,LONGNIDDRY,LND,Scotland
04816,LONGNIDDRY APCO,,Scotland
43044,LONGPORT,LPT,West Coast South
43043,LONGPORT BRADWELL UP SDGS,,West Coast South
43041,LONGPORT CARLESS SOLVENTS,,West Coast South
43047,LONGPORT DOWN SDGS.,,West Coast South
43046,LONGPORT F.D.,,West Coast South
43049,LONGPORT JN,,West Coast South
43232,LONGPORT TMD,,West Coast South
09525,LONG PRESTON,LPR,North West
43048,LONGPRT,,West Coast South
43051,LONGPTLHL,,West Coast South
85730,LONG ROCK,,Western
34096,LONG SIDING PEAK FORREST,,North West
32512,LONGSIGHT CAR. M.D.,XML,North West
32505,LONGSIGHT DOWN GOODS LOOP,,North West
32506,LONGSIGHT EXCURSION PLAT,,North West
32507,LONGSIGHT HOLDING SIDINGS,,North West
32501,LONGSIGHT NORTH,,North West
32509,LONGSIGHT SOUTH,,North West
32511,LONGSIGHT T.M.D. (D),,North West
32514,LONGSIGHT T.M.D. (E),,North West
32503,LONGSIGHT UP & DWN GDS LP,,North West
32513,LONGSIGHT WHEEL LATHE,,North West
32510,LONGSTFHT,,North West
43501,LONGTON,LGN,East Midlands
09131,LONGTOWN M.O.D.,,North West
09134,LONGTOWN MOD (DRS),,North West
09133,LONGTOWN MOD GBRF,,North West
09132,LONGTOWN SIDING,,North West
00760,LONGUYON,,High Speed
84421,LOOE,LOO,Western
30330,LOSTOCK,LOT,North West
37134,LOSTOCK,,North West
37209,LOSTOCK GRALAM,LTG,North West
30142,LOSTOCK HALL,LOH,North West
30139,LOSTOCK HALL JN,XLS,North West
30331,LOSTOCK JN,XLK,North West
37133,LOSTOCK WORKS,,North West
85101,LOSTWITHIEL,LOS,Western
85103,LOSTWITHIEL CLAY SIDINGS,,Western
85097,LOSTWITHIEL DOWN GDS LOOP,,Western
85100,LOSTWITHIEL SIG 4,,Western
85099,LOSTWITHIEL UP GOODS LOOP,,Western
01019,LOTH,,Scotland
59002,LOUGHBOROUGH,LBO,East Midlands
59004,LOUGHBOROUGH A.R.C.,,East Midlands
59006,LOUGHBOROUGH BRUSH,,East Midlands
87247,LOUGHBOROUGH JN,LGJ,Kent
59001,LOUGHBOROUGH NORTH JN,,East Midlands
59005,LOUGHBOROUGH SIG 675,,East Midlands
59003,LOUGHBOROUGH SOUTH JN,,East Midlands
58033,LOUNGE JN,,East Midlands
58035,LOUNGE OPEN CAST,,East Midlands
00611,LOURCHES,,High Speed
23480,LOVERSALL CARR JN,,East Coast
88015,LOVERS WALK SIGNAL T1247,,Sussex
88013,LOVERS WALK SIGNAL T1250,,Sussex
88016,LOVERS WALK SIGNAL T1255,,Sussex
88019,LOVERS WALK SIGNAL T1262,,Sussex
88014,LOVERS WALK SIGNAL T1267,,Sussex
87979,LOVERS WALK T&R.S.M.D,XBI,Sussex
55501,LOWDHAM,LOW,East Midlands
23304,LOW ELLERS JN,,East Coast
88313,LOWER SYDENHAM,LSY,Kent
48104,LOWESTOFT,LWT,Anglia
48114,LOWESTOFT ISU (CE),,Anglia
48101,LOWESTOFT RECP.,,Anglia
48199,LOWESTOFT SIGNAL L57,,Anglia
48198,LOWESTOFT SIGNAL L6,,Anglia
13540,LOW FELL GB RAILFREIGHT,,North & East
13543,LOW FELL ISU (CE),,North & East
13542,LOW FELL JN,,North & East
13539,LOW FELL ROYAL MAIL TMNL,,North & East
13545,LOW FELL SIG T201,,North & East
13544,LOW FELL SIG T203,,North & East
15881,LOW GATES L.C.,,East Coast
09333,LOWGILL,,North West
09414,LOW HOUSE CROSSING S.B.,,North West
18461,LOW MOOR,LMR,North & East
13303,LOW ROW S.B.,XRL,North & East
51133,LOW ST LC,,Anglia
35303,LOWTON JN,,North West
36192,L'POOL STH PW HL (ALLERTN),ALE,North West
86133,LUDGERSHALL BRANCH STOP BOARD,,Wessex
86076,LUDGERSHALL M.O.D.,,Wessex
86152,LUDGERSHALL MOD GBRF,,Wessex
86078,LUDGRSHAL,,Wessex
76377,LUDLOW,LUD,Wales
59141,LUFFENHAM,,East Midlands
07222,LUGTON,,Scotland
07223,LUGTON KEMIRA,,Scotland
00305,LUINO,,High Speed
03112,LUNCARTY,,Scotland
62400,LUTON,LUT,East Midlands
62410,LUTON AIRPORT PARKWAY,LTN,East Midlands
62403,LUTON CENTRE SDGS,,East Midlands
62402,LUTON CRESCENT ROAD,,East Midlands
62401,LUTON CRESCENT ROAD (FHH),,East Midlands
62409,LUTON CRESCENT ROAD (GBRF),,East Midlands
62301,LUTON LRD,,East Midlands
62399,LUTON NORTH END LOOP,,East Midlands
62398,LUTON NORTH JN,,East Midlands
62408,LUTON SIG 575,,East Midlands
62407,LUTON SIG 614,,East Midlands
62411,LUTON SIGNAL 616,,East Midlands
62405,LUTON SIGNAL WH581,,East Midlands
62404,LUTON UP SIDINGS,,East Midlands
85225,LUXULYAN,LUX,Western
89433,LYDD TOWN,,Kent
76072,LYDNEY,LYD,Wales
76075,LYDNEY DOWN GOODS LOOP,,Wales
76068,LYDNEY JUNCTION,,Wales
76071,LYDNEY SIG 415,,Wales
76069,LYDNEY SIG 416,,Wales
76070,LYDNEY SIG 419,,Wales
76074,LYDNEY UP GOODS LOOP,,Wales
65929,LYE,LYE,Central
86908,LYMINGTON PIER,LYP,Wessex
86907,LYMINGTON TOWN,LYT,Wessex
83473,LYMPSTONE COMMANDO,LYC,Western
83474,LYMPSTONE VILLAGE,LYM,Western
12219,LYNEMOUTH COAL SIDINGS,,North & East
12216,LYNEMOUTH DBS INT,,North & East
12215,LYNEMOUTH POWER STATION,,North & East
12218,LYNEMOUTH POWER STN (FHH),,North & East
12224,LYNEMOUTH POWER STN (GBRF),,North & East
12217,LYNEMOUTH R T ALCAN DBS,,North & East
12212,LYNEMOUTH SMELTER GBRF,,North & East
00775,LYON GUILLOTIERE,,High Speed
00791,LYON PERR,,High Speed
00795,LYON VENI,,High Speed
00776,LYON VENISSIEUX,,High Speed
30038,LYTHAM,LTM,North West
32571,MACCLESFIELD,MAC,North West
76511,MACHEN QUARRY,,Wales
76510,MACHEN QUARRY (FLHH),,Wales
76512,MACHEN RUN-ROUND,,Wales
64317,MACHYNLLETH,MCN,Wales
64318,MACHYNLLETH CARR. SDGS,XMC,Wales
00774,MACON-VILLE,,High Speed
42301,MADELEY CHORD LINE(STAFFS),,West Coast South
64828,MADELEY JN (SALOP),XMD,Central
64832,MADELEY JN (SALOP) SIG 491,,Central
64830,MADELEY JN SIG 490,,Central
42302,MADELEY (STAFFS),,West Coast South
40067,MAENWG RD,,Wales
76462,MAESGLAS TIP ISU (CE),,Wales
79828,MAESTEG,MST,Wales
79825,MAESTEG (EWENNY ROAD),MEW,Wales
36013,MAGHULL,MAG,North West
36014,MAGHULL NORTH STATION,MNS,North West
76093,MAGOR,,Wales
74005,MAIDENHEAD,MAI,Western
74003,MAIDENHEAD CARRIAGE SDGS,,Western
74008,MAIDENHEAD CARRIAGE SDGS,,Western
74006,MAIDENHEAD EAST,,Western
74007,MAIDENHEAD ISU (CE),,Western
74004,MAIDENHEAD REVERSING SDGS,,Western
74009,MAIDENHEAD REVERSING SDGS,,Western
74002,MAIDENHEAD SIG 291,,Western
82316,MAIDEN NEWTON,MDN,Wessex
89313,MAIDSTONE BARRACKS,MDB,Kent
89403,MAIDSTONE EAST,MDE,Kent
89318,MAIDSTONE EAST SIGNAL ME9,,Kent
89315,MAIDSTONE WEST,MDW,Kent
89311,MAIDSTONE WEST CARRIAGE SDG,,Kent
89316,MAIDSTONE WEST SIG MS57,,Kent
89317,MAIDSTONE WEST UP SDGS,,Kent
76125,MAINDEE DEPOT ISU (CE),,Wales
76399,MAINDEE EAST JN,,Wales
76400,MAINDEE NORTH JN,,Wales
76398,MAINDEE WEST JN,,Wales
78417,MAINDY BRIDGE,,TfW Cardiff Valleys
00044,MAINZ HBF,MNZ,High Speed
87400,MALDEN MANOR,MAL,Wessex
06001,MALLAIG,MLG,Scotland
05999,MALLAIG C.E.,,Scotland
05998,MALLAIG G.F.,,Scotland
09439,MALLERSTANG,,North West
26402,MALTBY COLLIERY,,North & East
26406,MALTBY COLLIERY (FASTLINE),,North & East
26404,MALTBY COLLIERY (FLHH),,North & East
26407,MALTBY COLLIERY (GBRF),,North & East
26408,MALTBY COLLIERY (GBRF),,North & East
26401,MALTBY COLLIERY S B,,North & East
26403,MALTBY CR,,North & East
26405,MALTBY DOWN LOOP,,North & East
16232,MALTON,MLT,North & East
16231,MALTON UP SIDINGS (FHH),,East Coast
67209,MALVERN LINK,MVL,Central
67215,MALVERN WELLS,XMN,Central
67213,MALVERN WELLS LOOP,,Central
67216,MALVERN WELLS LOOP,,Central
32530,MANCHESTER AIRPORT,MIA,North West
32504,MANCHESTER INT DEPT (FL),,North West
33087,MANCHESTER OXFORD ROAD,MCO,North West
32000,MANCHESTER PICCADILLY,MAN,North West
32001,MANCHESTER PICCADILLY (BALLAST),,North West
33092,MANCHESTER UTD FOOTBALL GD,MUF,North West
31508,MANCHESTER VIC.(EAST JN),,North West
31513,MANCHESTER VIC.(REV.SDG),,North West
31510,MANCHESTER VICTORIA,#MULTIVALUE,North West
31512,MANCHESTER VIC.(WEST JN),,North West
46215,MANEA,MNE,Anglia
00054,MANNHEIM HANDELSHAFEN,,High Speed
00055,MANNHEIM RANGIERBAHNHOF,,High Speed
49302,MANNINGTREE,MNG,Anglia
49303,MANNINGTREE DOWN SIDING,,Anglia
49304,MANNINGTREE EAST JN,,Anglia
49301,MANNINGTREE NORTH JN,,Anglia
38186,MANN ISLAND JUNCTION,,North West
80207,MANORBIER,MRB,Wales
50431,MANOR PARK,MNP,Anglia
38005,MANOR ROAD,MNR,North West
12719,MANORS,MAS,East Coast
12721,MANORS (METRO),MRM,East Coast
56225,MANSFIELD,MFT,East Midlands
55221,MANSFIELD JN,,East Midlands
56221,MANSFIELD WOODHOUSE,MSW,East Midlands
87186,MANSION HOUSE LT,ZMH,Private Railway
58041,MANTLE LANE SB(ML),,East Midlands
58040,MANTLE LANE T.C.,,East Midlands
58042,MANTLE LANE TC GBRF,,East Midlands
70362,MANTLES WOOD,,The Chiltern Railway Co Ltd
26214,MANTON COLLIERY SIDING,,North & East
59139,MANTON JN,XMJ,East Midlands
59142,MANTON JN ACE SDG,,East Midlands
59140,MANTON JN SIG MJ7,,East Midlands
59143,MANTON SIG MJ6,,East Midlands
46206,MARCH,MCH,Anglia
46207,MARCH,,Anglia
46212,MARCH DOWN R.S.,,Anglia
46204,MARCH DOWN R.S GBRF,,Anglia
46211,MARCH EAST JN,,Anglia
12238,MARCHEYS HOUSE JN,,North & East
46216,MARCH SOUTH,,Anglia
46209,MARCH UP R.S.,,Anglia
46213,MARCH UP YARD GBRF,,Anglia
46208,MARCH UP YARD ISU (CE),,Anglia
46210,MARCHUP YARD REPAIR POINT,,Anglia
46205,MARCH WEST JN,,Anglia
86722,MARCHWOOD,,Wessex
86723,MARCHWOOD F.L.T.,,Wessex
86721,MARCHWOOD M.O.D.,,Wessex
86725,MARCHWOOD MOD GBRF,,Wessex
89328,MARDEN,MRN,Kent
79776,MARGAM ABBEY WEST JUNCTION,,Wales
79781,MARGAM ABBEY WORKS EAST,,Wales
79768,MARGAM EAST JUNCTION,,Wales
79782,MARGAM ISU (CE),,Wales
79764,MARGAM KNUCKLE YARD (COLAS),,Wales
79778,MARGAM KNUCKLE YARD PPM PT,,Wales
79777,MARGAM KNUCKLE YD SDGS K19,,Wales
79771,MARGAM L.I.P.,,Wales
79773,MARGAM MIDDLE JUNCTION,,Wales
79770,MARGAM MOORS,,Wales
79783,MARGAM MOORS JN.,,Wales
79780,MARGAM T.C.,,Wales
79766,MARGAM TC GBRF,,Wales
79779,MARGAM UP GDS BRANCH PT3336,,Wales
79772,MARGAM WAGON REPAIR DEPOT,,Wales
79769,MARGAM YARD JN.,,Wales
89475,MARGATE,MAR,Kent
89485,MARGATE SIG EK5105,,Kent
89487,MARGATE SIGNAL EK5124,,Kent
89484,MARGATE SIGNAL GE20,,Kent
45126,MARHOLM JUNCTION,,East Coast
86706,MARITIME EAST JUNCTION,,Wessex
86707,MARITIME WEST JUNCTION,,Wessex
59401,MARKET HARBOROUGH,MHR,East Midlands
59402,MARKET HARBOROUGH CCE SDG,,East Midlands
